what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327064941521
java.vm.specification.version,sysinfo,,,"1.0",1327064941521
java.vm.vendor,sysinfo,,,"Apple Inc.",1327064941521
java.vm.version,sysinfo,,,"20.4-b02-402",1327064941521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327064943446
started,bundle,org.tmatesoft.svnkit,1.3.5.7406,"org.tmatesoft.svnkit",1327064943560
started,bundle,com.sun.jna,3.2.7,"com.sun.jna",1327064943824
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1327064944553
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1327064944555
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1327064944977
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1327064945128
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1327064945962
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1327064945973
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1327064981952
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1327064990607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327064990780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327064993379
error,log,,,"Unhandled event loop exception",1327064993393
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327064993778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065225003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065228037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065229275
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1327065244404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065253804
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1327065254336
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065282930
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.commit",1327065283087
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065283467
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065286373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065297221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065311652
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.commit",1327065311774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065312121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065314704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065367454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065380347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065393901
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1327065395635
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1327065395724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065396338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1327065396419
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327065407240
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1327065407486
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1327065407587
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327065407703
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1327065407803
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327065411937
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1327065411978
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1327065411982
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1327065412005
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1327065412007
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1327065413053
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.update",1327065416054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065416349
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065422864
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327065436576
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327065437590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065459325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065466897
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327065470767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1327065473319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065475857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065491532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327065499763
