what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974356191
activated,perspective,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.Perspective",1326974358493
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326974360195
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.501.v201108231700,"org.eclipse.jst.j2ee.J2EEPerspective",1326974360210
activated,perspective,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.Perspective",1326974362857
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1326974362870
opened,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.FileExplorerView",1326974364645
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.FileExplorerView",1326974364655
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.DeviceView",1326974367036
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.FileExplorerView",1326974368303
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.501.v201108231700,"org.eclipse.jst.j2ee.J2EEPerspective",1326974411809
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326974411825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974466318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974546798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974553551
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974555490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974556480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974558216
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974567225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974638519
activated,perspective,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.Perspective",1326974640395
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.FileExplorerView",1326974640418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974646569
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1326974672795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974784563
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.501.v201108231700,"org.eclipse.jst.j2ee.J2EEPerspective",1326974787010
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1326974787015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326974788736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975052221
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326975053880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326975069210
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326975071739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326975099144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326975101413
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326975114235
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1326975122538
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326975125667
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326975135210
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326975136975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326975150841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326975151699
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326975155248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975161369
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975185250
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326975185298
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326975186779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975192308
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1326975207713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975207909
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1326975208052
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1326975208176
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1326975208249
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1326975208329
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1326975208336
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1326975208849
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1326975208907
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.drawable.DrawableEditor",1326975208955
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.drawable.DrawableEditor",1326975209368
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326975209760
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1326975210528
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1326975210615
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.drawable.DrawableEditor",1326975211649
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.drawable.DrawableEditor",1326975211737
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1326975213588
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326975214560
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.drawable.DrawableEditor",1326975214864
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326975216011
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326975216803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975217680
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975219169
started,bundle,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.ui",1326975223773
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1326975223816
started,bundle,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.ui",1326975223837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1326975224499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326975228646
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326975230491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975236884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975238242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975238672
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975247593
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.commit",1326975247733
error,log,,,"org.tigris.subversion.javahl.ClientException: svn: Can't add '/Users/simon/Desktop/note calender 4.0/bin/res/drawable-hdpi' to a parent directory scheduled for deletion",1326975247764
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975247894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975269425
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326975279644
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326975283506
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326975293617
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.drawable.DrawableEditor",1326975294125
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326975296939
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326975297289
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1326975300930
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1326975303061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326975310203
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326975312924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975314605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975315746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326975315858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975330314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975336620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975347522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975348839
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1326975349054
error,log,,,"org.tigris.subversion.javahl.ClientException: svn: Directory '/Users/simon/Desktop/note calender 4.0/gen/.svn' containing working copy admin area is missing",1326975350664
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326975359855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975362255
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975374708
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1326975375100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326975376549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1326975386451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975397209
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975400512
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1326975400865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326975402997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975412368
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975413809
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1326975414111
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975416085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975417457
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1326975417760
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326975419062
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326975424305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975431132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975434658
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.commit",1326975434792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975435197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975442354
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326975464201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326975466639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049388594
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1327049390330
executed,command,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui.update",1327049396477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049396924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049402547
activated,perspective,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.TeamSynchronizingPerspective",1327049427152
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327049427173
activated,view,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.sync.views.SynchronizeView",1327049431953
executed,command,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.synchronizeLast",1327049439181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049439628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049442458
executed,command,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui.synchronizeLast",1327049448600
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049448975
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327049451906
